,dateHourMinute,adMatchedQuery,city,screenResolution,browser,operatingSystem,mobileDeviceInfo,adSlot,adMatchType,impressions,adClicks,adCost,pageviews,timeOnPage,ctr,screenResolutionDist,adMatchedQueryLenDist,hasFarmaOnQuery
7622,2019-07-24 11:21:00,remedio fortviron,Recife,320x658,Chrome,Android,Samsung SM-J600GT Galaxy On6,Google search: Top,Broad match,1.0,1.0,0.34,2.0,9.0,1.0,x-small,very short,False
7623,2019-07-24 11:51:00,farmacia delivery em olinda,Olinda,360x640,Samsung Internet,Android,Samsung SM-A710M Galaxy A7 (2016),Google search: Top,Broad match,1.0,1.0,0.17,5.0,336.0,1.0,x-small,short,True
7624,2019-07-24 11:56:00,valsartana 160,Paulista,360x640,Chrome,Android,LG X410.F K30,Google search: Top,Broad match,1.0,1.0,0.33,5.0,76.0,1.0,x-small,very short,False
7625,2019-07-24 12:02:00,farmacia 24 horas entrega a domicilio,Recife,360x740,Chrome,Android,Samsung SM-J600GT Galaxy On6,Google search: Top,Broad match,1.0,1.0,0.19,3.0,18.0,1.0,x-small,medium,True
7626,2019-07-24 12:17:00,farmacia pague menos,Paulista,360x640,Chrome,Android,Samsung SM-G935F Galaxy S7 Edge,Google search: Top,Exact match,,,0.57,1.0,288.2,,x-small,short,True
7627,2019-07-24 12:17:00,onde comprar pente fino de inox,Recife,320x534,Chrome,Android,Samsung SM-J120H Galaxy J1 2016,Google search: Top,Broad match,1.0,1.0,0.2,1.0,288.2,1.0,x-small,short,False
7628,2019-07-24 14:00:00,farmacia pague menos,Olinda,320x534,Chrome,Android,Samsung GT-S7390L,Google search: Top,Exact match,,1.0,0.19,1.0,288.2,,x-small,short,True
7629,2019-07-24 14:02:00,qual a farmácia que vende ginocanesten óvulo,Recife,320x569,Chrome,Android,Motorola Moto G (5) Plus,Google search: Top,Broad match,1.0,1.0,0.23,2.0,13.0,1.0,x-small,medium,True
7630,2019-07-24 14:15:00,valsartana 320mg onde comprar,Recife,360x640,Chrome,Android,Samsung SM-A520F Galaxy A5 (2017),Google search: Top,Broad match,1.0,1.0,0.23,3.0,43.0,1.0,x-small,short,False
7631,2019-07-24 14:47:00,tontura,Recife,360x640,Chrome,Android,Motorola Moto C Plus,Google search: Top,Exact match,,1.0,0.27,4.0,26.0,,x-small,very short,False
7632,2019-07-24 14:55:00,metoclopramida valor,Recife,360x640,Chrome,Android,Lenovo K33b36 Vibe K6,Google search: Top,Broad match,1.0,1.0,0.34,1.0,288.2,1.0,x-small,short,False
7633,2019-07-24 15:18:00,orlistat,Recife,320x534,Chrome,Android,Multilaser MS40G,Google search: Top,Exact match,1.0,1.0,0.34,2.0,22.0,1.0,x-small,very short,False
7634,2019-07-24 15:33:00,farmacia 24 horas entrega a domicilio,Recife,360x740,Chrome,Android,Samsung SM-J600GT Galaxy On6,Google search: Top,Broad match,1.0,1.0,0.19,2.0,129.0,1.0,x-small,medium,True
7635,2019-07-24 15:38:00,dimetilpolisiloxane,Paulista,360x756,Chrome,Android,Motorola Moto G7 Play,Google search: Top,Broad match,1.0,1.0,0.34,1.0,288.2,1.0,x-small,short,False
7636,2019-07-24 15:41:00,farmacia pague menos olinda,Olinda,360x640,Chrome,Android,LG K350 K8,Google search: Top,Phrase match,1.0,1.0,0.2,3.0,30.0,1.0,x-small,short,True
7637,2019-07-24 15:54:00,nervocalm,Olinda,360x640,Chrome,Android,Motorola MotoG3,Google search: Top,Broad match,1.0,1.0,0.34,1.0,288.2,1.0,x-small,very short,False
7638,2019-07-24 16:24:00,farmacia dos quatro conto,Olinda,414x736,Safari,iOS,Apple iPhone,Google search: Top,Phrase match,1.0,1.0,0.33,2.0,9.0,1.0,x-small,short,True
7639,2019-07-24 16:32:00,valor do remedio lipomax,Olinda,412x846,Chrome,Android,Samsung SM-J415G Galaxy J4+,Google search: Top,Broad match,1.0,1.0,0.34,3.0,14.0,1.0,x-small,short,False
7640,2019-07-24 17:01:00,número de telefone da farmácia,Paulista,320x569,Chrome,Android,Motorola Moto G Play Moto G4 Play,Search partners: Top,Broad match,1.0,1.0,0.16,4.0,66.0,1.0,x-small,short,True
7641,2019-07-24 17:35:00,preço do pantogar,Recife,360x640,Chrome,Android,Sony F3313 Xperia E5,Google search: Top,Broad match,1.0,1.0,0.34,1.0,288.2,1.0,x-small,very short,False
7642,2019-07-24 17:42:00,quantos custa a xilocaina,Paulista,360x720,Chrome,Android,Motorola Moto G6 Play,Google search: Top,Broad match,1.0,1.0,0.32,1.0,288.2,1.0,x-small,short,False
7643,2019-07-24 18:02:00,calcitran mdk,Paulista,320x570,Chrome,Android,LG X230 K7 2017,Google search: Top,Broad match,1.0,1.0,0.28,1.0,288.2,1.0,x-small,very short,False
7644,2019-07-24 18:28:00,preço da pilula do dua seguinte em olinda pe,Olinda,360x640,Chrome,Android,Samsung SM-J530G Galaxy J5 Pro,Google search: Top,Broad match,1.0,,,3.0,36.0,,x-small,medium,False
7645,2019-07-24 19:43:00,onde comprar comprimido de ginkgo biloba,Olinda,360x640,Chrome,Android,LG F670S K10,Google search: Top,Phrase match,1.0,1.0,0.15,1.0,288.2,1.0,x-small,medium,False
7646,2019-07-24 19:47:00,numero de telefone fixo de farmácia,Paulista,360x760,Chrome,Android,Motorola One,Google search: Top,Broad match,1.0,1.0,0.33,2.0,9.0,1.0,x-small,medium,True
7647,2019-07-24 19:55:00,buscopan valor,Recife,360x640,Chrome,Android,Motorola Moto C Plus,Google search: Top,Broad match,1.0,1.0,0.34,2.0,29.0,1.0,x-small,very short,False
7648,2019-07-25 08:53:00,preço de prednisona,Olinda,320x480,Chrome,Android,Alcatel 4017F Pixi 4 (3.5),Google search: Top,Broad match,1.0,1.0,0.34,5.0,108.0,1.0,x-small,short,False
7649,2019-07-25 09:19:00,farmácia que aceita o cartão alimentação alelo,Recife,360x640,Chrome,Android,Asus Z00UD Zenfone Selfie,Google search: Top,Phrase match,1.0,1.0,0.28,3.0,43.0,1.0,x-small,medium,True
7650,2019-07-25 10:09:00,farmacia delivery olinda,Recife,320x568,Safari,iOS,Apple iPhone,Google search: Top,Broad match,1.0,1.0,,2.0,19.0,1.0,x-small,short,True
7651,2019-07-25 10:09:00,floratil preço,Recife,360x640,Chrome,Android,Samsung SM-G530BT Galaxy Grand Prime,Google search: Top,Broad match,1.0,1.0,0.32,2.0,14.0,1.0,x-small,very short,False
7652,2019-07-25 11:37:00,azitromicina valor,Paulista,360x640,Chrome,Android,Motorola Moto X4,Google search: Top,Broad match,1.0,1.0,0.34,1.0,288.2,1.0,x-small,very short,False
7653,2019-07-25 11:40:00,metotrexato preço,Recife,360x740,Chrome,Android,Samsung SM-J410G Galaxy J4 Core,Google search: Top,Broad match,1.0,1.0,0.34,1.0,288.2,1.0,x-small,very short,False
7654,2019-07-25 12:19:00,anticoncepcional preço,Olinda,360x640,Chrome,Android,Samsung SM-G600FY Galaxy On7,Google search: Top,Broad match,1.0,1.0,0.34,1.0,288.2,1.0,x-small,short,False
7655,2019-07-25 12:23:00,preço do perlutan,Olinda,360x640,Chrome,Android,Motorola Moto E (4) Plus,Google search: Top,Broad match,1.0,1.0,0.34,1.0,288.2,1.0,x-small,very short,False
7656,2019-07-25 12:39:00,capsulas de irisina,Recife,360x640,Chrome,Android,Lenovo Moto G (5S) Plus,Google search: Other,Phrase match,1.0,1.0,0.19,1.0,288.2,1.0,x-small,short,False
7657,2019-07-25 12:53:00,farmacia que faz entrega em olinda,Recife,360x740,Chrome,Android,Samsung SM-J600GT Galaxy On6,Google search: Top,Broad match,1.0,1.0,,3.0,57.0,1.0,x-small,medium,True
7658,2019-07-25 14:58:00,dprev 10000 preço pague menos,Olinda,360x756,Chrome,Android,Motorola Moto G7 Play,Google search: Other,Phrase match,1.0,1.0,0.34,1.0,288.2,1.0,x-small,short,False
7659,2019-07-25 15:23:00,quem vende sibutramina,Olinda,360x740,Chrome,Android,Samsung SM-J600GT Galaxy On6,Search partners: Top,Broad match,1.0,1.0,0.17,2.0,12.0,1.0,x-small,short,False
7660,2019-07-25 15:36:00,comprar sibutramina,Olinda,360x740,Chrome,Android,Samsung SM-J600GT Galaxy On6,Search partners: Top,Broad match,,1.0,0.28,2.0,12.0,,x-small,short,False
7661,2019-07-25 15:49:00,farmacia pague menos,Recife,360x760,Chrome,Android,Samsung SM-M105F Galaxy M10,Google search: Top,Exact match,,1.0,0.34,1.0,288.2,,x-small,short,True
7662,2019-07-25 15:52:00,nome do remédio para engravidar,Recife,360x640,Chrome,Android,Samsung SM-G532MT Galaxy J2 Prime,Google search: Top,Phrase match,1.0,1.0,0.34,3.0,16.0,1.0,x-small,short,False
7663,2019-07-25 16:20:00,o que é bom para fungos na virilha,Recife,360x640,Chrome,Android,Motorola Moto G (4) Moto G4,Search partners: Top,Broad match,,1.0,0.3,1.0,288.2,,x-small,medium,False
7664,2019-07-25 18:32:00,sinergen preço,Recife,320x534,Chrome,Android,Multilaser MS40G,Google search: Top,Broad match,,1.0,0.34,1.0,288.2,,x-small,very short,False
7665,2019-07-25 18:58:00,implante capilar preço,Olinda,357x595,Safari,Windows Phone,Nokia Lumia 630,Search partners: Other,Broad match,1.0,,0.44,5.0,119.0,,x-small,short,False
7666,2019-07-25 19:00:00,implante capilar preço,Olinda,357x595,Safari,Windows Phone,Nokia Lumia 630,Search partners: Other,Broad match,1.0,,0.44,4.0,23.0,,x-small,short,False
7667,2019-07-25 19:27:00,farmácia frente grátis olinda,Olinda,360x640,Chrome,Android,Motorola Moto G5,Google search: Top,Broad match,1.0,1.0,0.29,6.0,55.0,1.0,x-small,short,True
7668,2019-07-25 19:49:00,farmácia entrega,Olinda,360x640,Chrome,Android,Samsung SM-G532M Galaxy J2 Prime,Google search: Top,Broad match,1.0,1.0,0.13,3.0,48.0,1.0,x-small,very short,True
7669,2019-07-25 20:49:00,preço gino canesten pomada,Olinda,320x570,Chrome,Android,Multilaser MS50L 4G,Google search: Top,Phrase match,1.0,,,1.0,288.2,,x-small,short,False
7670,2019-07-25 20:55:00,canesten generico preço,Olinda,320x570,Chrome,Android,Multilaser MS50L 4G,Google search: Top,Broad match,1.0,1.0,0.34,1.0,288.2,1.0,x-small,short,False
7671,2019-07-25 21:02:00,farmácia com entrega em olinda,Olinda,360x740,Samsung Internet,Android,Samsung SM-J600GT Galaxy On6,Google search: Top,Phrase match,1.0,1.0,0.14,1.0,288.2,1.0,x-small,short,True
7672,2019-07-25 21:12:00,se vende amonia em farmácia,Olinda,360x640,Chrome,Android,Motorola Moto E(4),Google search: Top,Phrase match,1.0,1.0,0.3,1.0,288.2,1.0,x-small,short,True
7673,2019-07-25 22:15:00,farmacia 24 horas olinda,Olinda,360x640,Chrome,Android,LG X410.F K30,Google search: Top,Broad match,1.0,1.0,,3.0,24.0,1.0,x-small,short,True
7674,2019-07-25 22:38:00,farmacia drogasil,Paulista,601x962,Chrome,Android,LG LK460 G Pad F2 8.0,Google search: Top,Exact match,,1.0,0.34,5.0,112.0,,small,very short,True
7675,2019-07-26 10:58:00,onde comprar neuro fosfato eskay bula,Olinda,320x534,Chrome,Android,Samsung SM-J105B Galaxy J1 Mini,Google search: Top,Phrase match,1.0,1.0,0.28,3.0,13.0,1.0,x-small,medium,False
7676,2019-07-26 11:20:00,onde comprar pharmaton com ginseng,Olinda,360x640,Chrome,Android,Asus X00LD Zenfone 4 Selfie ZD553KL,Google search: Top,Broad match,1.0,1.0,0.15,2.0,12.0,1.0,x-small,medium,False
7677,2019-07-26 11:43:00,nociclin comprar,Recife,360x740,Chrome,Android,Samsung SM-J410G Galaxy J4 Core,Google search: Top,Broad match,1.0,1.0,0.34,2.0,40.0,1.0,x-small,very short,False
7678,2019-07-26 11:54:00,tylex preço pague menos,Recife,360x760,Chrome,Android,Motorola One,Google search: Top,Broad match,1.0,1.0,0.29,4.0,33.0,1.0,x-small,short,False
7679,2019-07-26 12:07:00,diosmin preço farmacia popular,Recife,360x640,Chrome,Android,Motorola Moto C Plus,Google search: Top,Broad match,1.0,1.0,0.34,3.0,18.0,1.0,x-small,short,True
7680,2019-07-26 12:26:00,preco remedio amato 50,Recife,360x740,Chrome,Android,Samsung SM-J600GT Galaxy On6,Google search: Top,Phrase match,1.0,1.0,0.34,1.0,288.2,1.0,x-small,short,False
7681,2019-07-26 14:52:00,esmalte clotrimix,Recife,320x570,Chrome,Android,LG H342 Leon 4G,Search partners: Top,Broad match,1.0,1.0,0.23,10.0,158.0,1.0,x-small,very short,False
7682,2019-07-26 15:14:00,bombinha de asma preço,Olinda,320x568,Safari,iOS,Apple iPhone,Google search: Top,Broad match,1.0,1.0,0.34,3.0,21.0,1.0,x-small,short,False
7683,2019-07-26 15:26:00,farmácia independente,Olinda,360x640,Chrome,Android,Lenovo K33b36 Vibe K6,Google search: Top,Broad match,1.0,1.0,0.34,7.0,76.0,1.0,x-small,short,True
7684,2019-07-26 15:28:00,farmacias em olinda,Olinda,320x569,Samsung Internet,Android,Samsung SM-A520F Galaxy A5 (2017),Google search: Top,Broad match,,1.0,0.25,1.0,288.2,,x-small,short,True
7685,2019-07-26 15:37:00,remedio caseiro para ratos,Recife,360x640,Chrome,Android,Samsung SM-J260M Galaxy J2 Core,Search partners: Top,Phrase match,,1.0,0.28,2.0,11.0,,x-small,short,False
7686,2019-07-26 15:41:00,femproporex onde comprar,Recife,360x640,Chrome,Android,Lenovo A6020136 Vibe K5,Google search: Other,Broad match,1.0,1.0,0.34,2.0,14.0,1.0,x-small,short,False
7687,2019-07-26 16:02:00,codex remedio preço,Recife,320x568,Safari,iOS,Apple iPhone,Google search: Top,Broad match,1.0,1.0,0.34,3.0,51.0,1.0,x-small,short,False
7688,2019-07-26 16:12:00,onde comprar fascia,Olinda,360x640,Chrome,Android,Motorola XT1033 Moto G,Search partners: Top,Broad match,1.0,1.0,0.22,1.0,288.2,1.0,x-small,short,False
7689,2019-07-26 16:28:00,preco da pomada ralobex,Olinda,360x720,Chrome,Android,Motorola Moto G6 Play,Google search: Top,Phrase match,1.0,1.0,0.34,2.0,11.0,1.0,x-small,short,False
7690,2019-07-26 16:46:00,teste de farmacia pode fazer com quantos dias,Paulista,360x640,Chrome,Android,Samsung SM-G532MT Galaxy J2 Prime,Google search: Top,Phrase match,1.0,1.0,0.34,3.0,24.0,1.0,x-small,medium,True
7691,2019-07-26 16:53:00,dissolpedra farmacias,Paulista,375x667,Safari,iOS,Apple iPhone,Google search: Other,Broad match,1.0,1.0,,4.0,49.0,1.0,x-small,short,True
7692,2019-07-26 16:55:00,fitoterápico,Recife,360x640,Samsung Internet,Android,Samsung SM-G531BT Galaxy Grand Prime,Search partners: Other,Broad match,1.0,1.0,0.28,2.0,12.0,1.0,x-small,very short,False
7693,2019-07-26 17:24:00,onde comprar climatrix mais barato,Olinda,360x640,Chrome,Android,Samsung SM-J320M Galaxy J3 Duos,Google search: Top,Broad match,1.0,1.0,0.27,1.0,288.2,1.0,x-small,medium,False
7694,2019-07-26 17:46:00,barbatimao comprar em olinda,Paulista,360x640,Chrome,Android,Samsung SM-J500M Galaxy J5,Google search: Top,Broad match,1.0,1.0,0.15,2.0,13.0,1.0,x-small,short,False
7695,2019-07-26 18:03:00,rede farma online olinda,Recife,360x640,Chrome,Android,Alcatel 9008N Alcatel A3 XL Max,Google search: Top,Broad match,1.0,1.0,0.28,7.0,196.0,1.0,x-small,short,True
7696,2019-07-26 18:40:00,dissolpedra farmacias,Paulista,375x667,Safari,iOS,Apple iPhone,Google search: Other,Broad match,1.0,1.0,,1.0,288.2,1.0,x-small,short,True
7697,2019-07-26 18:42:00,delivery de medicamento em olinda,Olinda,360x640,Chrome,Android,Samsung SM-G610M Galaxy J7 Prime,Google search: Top,Broad match,1.0,1.0,0.34,2.0,11.0,1.0,x-small,short,False
7698,2019-07-26 19:05:00,colic calm ultrafarma,Recife,414x736,Safari,iOS,Apple iPhone,Google search: Top,Phrase match,,1.0,0.34,1.0,288.2,,x-small,short,True
7699,2019-07-26 19:05:00,selene anticoncepcional valor,Recife,360x640,Chrome,Android,Samsung SM-G532MT Galaxy J2 Prime,Google search: Top,Broad match,1.0,1.0,0.34,1.0,288.2,1.0,x-small,short,False
7700,2019-07-26 19:28:00,fitoterápico,Recife,360x640,Samsung Internet,Android,Samsung SM-G531BT Galaxy Grand Prime,Search partners: Other,Broad match,1.0,1.0,0.28,2.0,16.0,1.0,x-small,very short,False
7701,2019-07-26 19:30:00,lojas fitoterápicos olinda,Recife,360x640,Samsung Internet,Android,Samsung SM-G531BT Galaxy Grand Prime,Google search: Other,Broad match,1.0,1.0,,4.0,30.0,1.0,x-small,short,False
7702,2019-07-26 19:59:00,preço demagnésio dimalato farmácia do trabalhador,Paulista,360x640,Chrome,Android,Samsung SM-G610M Galaxy J7 Prime,Google search: Top,Broad match,1.0,1.0,0.33,1.0,10.0,1.0,x-small,long,True
7703,2019-07-26 20:00:00,preço demagnésio dimalato farmácia do trabalhador,Paulista,360x640,Chrome,Android,Samsung SM-G610M Galaxy J7 Prime,Google search: Top,Broad match,1.0,1.0,0.33,1.0,288.2,1.0,x-small,long,True
7704,2019-07-26 20:29:00,aciclovir 400mg preço,Recife,320x569,Chrome,Android,Lenovo Moto G (5S),Google search: Top,Broad match,1.0,1.0,0.34,3.0,21.0,1.0,x-small,short,False
7705,2019-07-26 20:46:00,fertnon em olinda,Recife,360x640,Chrome,Android,Motorola XT1635-02 Moto Z Play,Google search: Top,Broad match,1.0,1.0,0.34,2.0,10.0,1.0,x-small,very short,False
7706,2019-07-26 20:56:00,farmacia delivery paulista,Paulista,375x667,Safari,iOS,Apple iPhone,Google search: Top,Phrase match,1.0,1.0,0.27,5.0,286.0,1.0,x-small,short,True
7707,2019-07-26 21:00:00,farmacia delivery paulista,Paulista,375x667,Safari,iOS,Apple iPhone,Google search: Top,Phrase match,1.0,1.0,0.27,2.0,27.0,1.0,x-small,short,True
7708,2019-07-26 21:12:00,onde encontrar isoflavona isovit,Olinda,360x640,Chrome,Android,Samsung SM-J320M Galaxy J3 Duos,Google search: Top,Broad match,1.0,1.0,0.24,1.0,288.2,1.0,x-small,short,False
7709,2019-07-26 21:14:00,farmácia que entrega em domicílio em olinda,Recife,360x640,Chrome,Android,Sony F3313 Xperia E5,Google search: Top,Broad match,1.0,,0.5,2.0,11.0,,x-small,medium,True
7710,2019-07-26 21:16:00,preço noripurum ev,Olinda,360x640,Chrome,Android,Samsung SM-G532MT Galaxy J2 Prime,Google search: Top,Broad match,1.0,1.0,0.33,3.0,14.0,1.0,x-small,very short,False
7711,2019-07-26 21:28:00,preço da pomada lomecan na farmácia pague menos,Recife,360x640,Chrome,Android,Samsung SM-G610M Galaxy J7 Prime,Google search: Top,Phrase match,1.0,1.0,0.34,2.0,9.0,1.0,x-small,medium,True
7712,2019-07-26 21:42:00,codex remedio preço,Recife,320x568,Safari,iOS,Apple iPhone,Google search: Top,Broad match,1.0,1.0,0.34,1.0,288.2,1.0,x-small,short,False
7713,2019-07-26 21:58:00,farmacia delivery olinda,Recife,360x640,Chrome,Android,Motorola Moto E(4),Google search: Top,Broad match,1.0,1.0,,3.0,383.0,1.0,x-small,short,True
7714,2019-07-26 22:05:00,farmacia delivery olinda,Recife,360x640,Chrome,Android,Motorola Moto E(4),Google search: Top,Broad match,1.0,1.0,,1.0,288.2,1.0,x-small,short,True
7715,2019-07-27 07:57:00,farmacia do trabalhador fluviral dia e preco,Recife,360x756,Chrome,Android,Motorola Moto G7 Play,Google search: Top,Broad match,1.0,1.0,0.34,3.0,16.0,1.0,x-small,medium,True
7716,2019-07-27 10:31:00,promoção nas farmácias hiper bompreço,Recife,360x640,Chrome,Android,Samsung SM-G532MT Galaxy J2 Prime,Google search: Top,Broad match,1.0,1.0,0.34,1.0,288.2,1.0,x-small,medium,True
7717,2019-07-27 10:38:00,heimer cloridrato de memantina 10mg preço,Olinda,360x740,Chrome,Android,Samsung SM-A530F Galaxy A8 2018,Google search: Top,Broad match,1.0,1.0,0.34,12.0,67.0,1.0,x-small,medium,False
7718,2019-07-27 10:45:00,remedio para o figado silimalon,Paulista,320x640,Chrome,Android,Motorola moto E5 play,Search partners: Other,Phrase match,1.0,1.0,0.18,1.0,288.2,1.0,x-small,short,False
7719,2019-07-27 11:20:00,farmacia bompreço delivery olinda,Recife,360x640,Chrome,Android,LG LG-M250 K10 2017,Google search: Top,Broad match,1.0,1.0,0.34,2.0,10.0,1.0,x-small,short,True
7720,2019-07-27 11:45:00,betatrinta valor,Recife,360x640,Chrome,Android,Samsung SM-G610M Galaxy J7 Prime,Google search: Top,Broad match,1.0,1.0,0.34,1.0,288.2,1.0,x-small,very short,False
7721,2019-07-27 11:53:00,efederm creme,Recife,768x1024,Safari,iOS,Apple iPad,Google search: Top,Broad match,1.0,1.0,0.33,3.0,51.0,1.0,medium,very short,False
7722,2019-07-27 12:05:00,xarope de groselha aqui olinda,Recife,360x640,Chrome,Android,Motorola XT1789-05 Moto Z2 Force,Google search: Top,Phrase match,1.0,,0.48,6.0,231.0,,x-small,short,False
7723,2019-07-27 12:23:00,neutrofer preço,Recife,360x640,Chrome,Android,Samsung SM-G570M Galaxy J5 Prime,Google search: Top,Broad match,1.0,1.0,0.34,1.0,288.2,1.0,x-small,very short,False
7724,2019-07-27 13:13:00,imecap hair max na pague menos,Olinda,360x640,Chrome,Android,Samsung SM-J701MT Gakaxy J7 neo,Google search: Other,Broad match,1.0,1.0,0.23,10.0,182.0,1.0,x-small,short,False
7725,2019-07-27 14:16:00,onde posso encontrar a pomada barreira,Recife,360x640,Chrome,Android,Motorola Moto E (4) Plus,Google search: Other,Phrase match,1.0,1.0,,3.0,34.0,1.0,x-small,medium,False
7726,2019-07-27 14:22:00,farmacia que faz entrega em olinda,Olinda,360x640,Chrome,Android,LG LG-M320 X Power 2,Google search: Top,Broad match,,,0.34,4.0,119.0,1.0,x-small,medium,True
7727,2019-07-27 14:29:00,comprar azulzinho,Paulista,360x720,Chrome,Android,Motorola Moto Z3 Play,Google search: Other,Broad match,1.0,1.0,0.23,2.0,9.0,1.0,x-small,very short,False
7728,2019-07-27 14:31:00,farmacia natural,Recife,320x569,Chrome,Android,Samsung SM-G570M Galaxy J5 Prime,Google search: Top,Phrase match,1.0,1.0,0.34,4.0,98.0,1.0,x-small,very short,True
7729,2019-07-27 14:48:00,pague menos olinda,Olinda,360x740,Samsung Internet,Android,Samsung SM-J410G Galaxy J4 Core,Google search: Top,Phrase match,,1.0,0.34,2.0,14.0,,x-small,very short,False
7730,2019-07-27 15:59:00,farmacias em paulista pernambuco,Recife,360x756,Chrome,Android,Motorola Moto G7 Play,Google search: Top,Broad match,1.0,1.0,0.34,2.0,336.0,1.0,x-small,short,True
7731,2019-07-27 16:05:00,farmacias em paulista pernambuco,Recife,360x756,Chrome,Android,Motorola Moto G7 Play,Google search: Top,Broad match,1.0,1.0,0.34,1.0,288.2,1.0,x-small,short,True
7732,2019-07-27 16:47:00,farmácias em olinda,Olinda,360x640,Chrome,Android,Samsung SM-G532MT Galaxy J2 Prime,Google search: Top,Broad match,1.0,1.0,0.15,4.0,329.0,1.0,x-small,short,True
7733,2019-07-27 16:50:00,velija preço,Recife,360x640,Chrome,Android,Motorola Moto G (4) Moto G4,Google search: Other,Broad match,1.0,1.0,0.34,3.0,530.0,1.0,x-small,very short,False
7734,2019-07-27 16:53:00,farmacia bompreço delivery olinda,Olinda,360x640,Chrome,Android,Samsung SM-G532MT Galaxy J2 Prime,Google search: Top,Broad match,,1.0,0.23,2.0,8.0,,x-small,short,True
7735,2019-07-27 16:58:00,menor preco do duomo hp em olinda,Olinda,360x640,Chrome,Android,Samsung SM-J710MN Galaxy J7 (2016),Google search: Top,Broad match,1.0,1.0,0.33,4.0,21.0,1.0,x-small,short,False
7736,2019-07-27 17:25:00,farmacia do trabalhador delivery,Recife,360x640,Chrome,Android,Samsung SM-G570M Galaxy J5 Prime,Google search: Top,Broad match,1.0,,0.46,4.0,147.0,,x-small,short,True
7737,2019-07-27 17:45:00,carvão ativado preço farmacia popular,Paulista,377x753,Chrome,Android,Motorola moto E5 play,Google search: Top,Broad match,1.0,1.0,0.2,1.0,288.2,1.0,x-small,medium,True
7738,2019-07-27 18:34:00,farmácia pague menos,Olinda,360x640,Chrome,Android,LG LM-X210 Aristo 2,Google search: Other,Phrase match,,,0.61,2.0,11.0,,x-small,short,True
7739,2019-07-27 19:29:00,farmacias,Olinda,360x640,Chrome,Android,LG LG-M250 K10 2017,Google search: Top,Exact match,1.0,1.0,0.34,2.0,9.0,1.0,x-small,very short,True
7740,2019-07-27 20:10:00,farmacia 24 horas olinda,Paulista,360x760,Chrome,Android,Motorola One,Google search: Top,Broad match,1.0,1.0,0.18,2.0,10.0,1.0,x-small,short,True
7741,2019-07-27 20:27:00,minoxidil preço,Olinda,412x732,Chrome,Android,Samsung SM-J730F Galaxy J7 Pro,Google search: Top,Broad match,1.0,1.0,0.34,2.0,12.0,1.0,x-small,very short,False
7742,2019-07-27 20:57:00,farmácia,Paulista,360x760,Chrome,Android,Motorola One,Google search: Top,Broad match,1.0,1.0,0.28,2.0,9.0,1.0,x-small,very short,True
7743,2019-07-27 21:07:00,farmacia pague menos 24 horas entrega,Paulista,360x760,Chrome,Android,Motorola One,Google search: Top,Broad match,1.0,,0.58,1.0,288.2,,x-small,medium,True
7744,2019-07-27 23:04:00,farmacia em olinda,Olinda,360x640,Chrome,Android,Samsung SM-G610M Galaxy J7 Prime,Google search: Top,Broad match,1.0,,0.16,1.0,288.2,,x-small,very short,True
7745,2019-07-27 23:19:00,farmacia com entrega em olinda,Olinda,360x640,Chrome,Android,Asus X00DDA Zenfone 3 Max,Google search: Top,Broad match,,1.0,,4.0,63.0,,x-small,short,True
7746,2019-07-28 08:09:00,emplástico salompas onde está mais barato aqui em rio doce olinda,Olinda,360x640,Chrome,Android,Samsung SM-G610M Galaxy J7 Prime,Google search: Top,Broad match,1.0,,0.26,4.0,69.0,,x-small,very long,False
7747,2019-07-28 08:12:00,oleo de girassol farmacia pague menos,Recife,360x640,Chrome,Android,LG X410.F K30,Google search: Top,Broad match,1.0,1.0,0.34,2.0,16.0,1.0,x-small,medium,True
7748,2019-07-28 08:16:00,na farmácia pague menos tem plástico sabiá ou em plástico,Olinda,360x640,Chrome,Android,Samsung SM-G610M Galaxy J7 Prime,Google search: Top,Broad match,1.0,,0.66,5.0,102.0,,x-small,long,True
7749,2019-07-28 08:47:00,farmácia independente,Paulista,360x640,Chrome,Android,Samsung SM-G532MT Galaxy J2 Prime,Google search: Top,Broad match,1.0,1.0,0.34,3.0,14.0,1.0,x-small,short,True
7750,2019-07-28 09:01:00,sulfato de neomicina preço,Recife,360x640,Chrome,Android,Samsung SM-J530G Galaxy J5 Pro,Google search: Top,Broad match,1.0,,,10.0,73.0,,x-small,short,False
7751,2019-07-28 09:10:00,pague menos,Recife,360x720,Chrome,Android,Motorola Moto G6 Play,Google search: Top,Exact match,,1.0,0.34,4.0,44.0,,x-small,very short,False
7752,2019-07-28 09:40:00,preco do dia d,Recife,360x640,Samsung Internet,Android,Samsung SM-G570M Galaxy J5 Prime,Google search: Top,Broad match,1.0,1.0,0.34,1.0,288.2,1.0,x-small,very short,False
7753,2019-07-28 10:01:00,farmacia em m1 que faz entrega,Paulista,360x720,Chrome,Android,Motorola Moto G6 Play,Google search: Top,Broad match,1.0,1.0,0.27,2.0,10.0,1.0,x-small,short,True
7754,2019-07-28 10:25:00,eflornitina onde comprar,Olinda,360x756,Chrome,Android,Motorola Moto G7 Play,Google search: Top,Broad match,1.0,1.0,0.34,2.0,10.0,1.0,x-small,short,False
