,dateHourMinute,adMatchedQuery,city,screenResolution,browser,operatingSystem,mobileDeviceInfo,adSlot,adMatchType,impressions,adClicks,adCost,pageviews,timeOnPage,ctr,screenResolutionDist,adMatchedQueryLenDist,hasFarmaOnQuery
0,2019-01-15 07:53:00,farmácia são paulo olinda estoque,Recife,360x640,Chrome,Android,Motorola Moto G (4) Moto G4,Google search: Top,Phrase match,1.0,1.0,0.27,1.0,288.2,1.0,x-small,short,True
1,2019-01-15 07:54:00,farmacia independente olinda,Olinda,360x640,Chrome,Android,Samsung SM-A520F Galaxy A5 (2017),Google search: Top,Broad match,1.0,1.0,0.27,3.0,15.0,1.0,x-small,short,True
2,2019-01-15 08:12:00,vick baby rub comprar,Olinda,360x640,Chrome,Android,Samsung SM-G531H Galaxy Grand Prime,Google search: Other,Broad match,1.0,1.0,0.23,,276.0,1.0,x-small,short,False
3,2019-01-15 08:50:00,lacday similar,Recife,320x569,Chrome,Android,Samsung SM-G570M J5 Prime,Google search: Top,Phrase match,1.0,1.0,0.27,3.0,38.0,1.0,x-small,very short,False
4,2019-01-15 09:39:00,velunid generico onde comprar,Paulista,360x640,Chrome,Android,Motorola Moto G (4) Moto G4,Google search: Top,Broad match,1.0,1.0,0.27,3.0,13.0,1.0,x-small,short,False
5,2019-01-15 09:41:00,pomada huggies,Recife,360x640,Chrome,Android,Samsung SM-J710MN Galaxy J7 (2016),Google search: Other,Phrase match,1.0,1.0,0.27,2.0,289.0,1.0,x-small,very short,False
6,2019-01-15 09:51:00,farmacia pague menos entrega em olinda,Recife,412x732,Chrome,Android,Samsung SM-A720F Galaxy A7 (2017),Google search: Top,Phrase match,1.0,1.0,0.27,1.0,288.2,1.0,x-small,medium,True
7,2019-01-15 09:56:00,onde encontrar algestona para revenda,Recife,360x640,Chrome,Android,Samsung SM-J530G J5 Pro,Google search: Top,Broad match,1.0,1.0,0.25,3.0,189.0,1.0,x-small,medium,False
8,2019-01-15 09:57:00,60mg com 60 comprimidos,Recife,412x732,Chrome,Android,Samsung SM-A720F Galaxy A7 (2017),Search partners: Other,Phrase match,,1.0,0.13,6.0,107.0,,x-small,short,False
9,2019-01-15 10:00:00,onde encontrar algestona para revenda,Recife,360x640,Chrome,Android,Samsung SM-J530G J5 Pro,Google search: Top,Broad match,1.0,1.0,0.25,4.0,148.0,1.0,x-small,medium,False
10,2019-01-15 10:16:00,onde encontrar capsulas de sucupira sucuflam,Recife,768x1024,Chrome,Android,Samsung SM-T719Y Galaxy Tab S2 8.0,Google search: Top,Phrase match,1.0,1.0,0.27,2.0,9.0,1.0,medium,medium,False
11,2019-01-15 10:29:00,onde comprar finna's gold,Recife,360x640,Chrome,Android,Samsung SM-J701MT,Google search: Top,Broad match,1.0,,0.54,2.0,12.0,,x-small,short,False
12,2019-01-15 10:45:00,genérico de varicell,Recife,320x570,Chrome,Android,LG X230 K7 2017,Google search: Top,Broad match,1.0,1.0,0.27,1.0,288.2,1.0,x-small,short,False
13,2019-01-15 11:03:00,maracugina comprar online,Recife,360x640,Chrome,Android,Motorola MotoG3,Google search: Top,Broad match,1.0,1.0,0.27,3.0,11.0,1.0,x-small,short,False
14,2019-01-15 11:27:00,blue life emagrecedor comprar em recifr,Paulista,360x640,Chrome,Android,Samsung SM-J700F Galaxy J7 2015,Google search: Top,Phrase match,1.0,1.0,0.27,1.0,288.2,1.0,x-small,medium,False
15,2019-01-15 12:55:00,farmacia permanente,Recife,360x640,Chrome,Android,LG F670S K10,Google search: Top,Exact match,1.0,1.0,0.27,9.0,146.0,1.0,x-small,short,True
16,2019-01-15 13:05:00,farmacia em rio doce,Paulista,360x640,Chrome,Android,Lenovo Moto G (5S) Plus,Google search: Top,Broad match,,1.0,0.19,2.0,10.0,,x-small,short,True
17,2019-01-15 13:16:00,comprar acitretina,Recife,360x640,Chrome,Android,Samsung SM-J320M Galaxy J3 Duos,Google search: Top,Broad match,1.0,1.0,0.27,1.0,288.2,1.0,x-small,very short,False
18,2019-01-15 13:18:00,farmacia quatro cantos,Recife,360x640,Chrome,Android,Samsung SM-G570M J5 Prime,Google search: Top,Phrase match,1.0,1.0,0.27,2.0,11.0,1.0,x-small,short,True
19,2019-01-15 13:44:00,onde furar a orelha de adulto em olinda,Olinda,360x640,Chrome,Android,Motorola XT1097 Moto X (2nd Gen),Google search: Top,Broad match,1.0,1.0,0.27,3.0,302.0,1.0,x-small,medium,False
20,2019-01-15 14:16:00,farmácia do trabalhador,Olinda,360x640,Chrome,Android,Lenovo Moto G (5S),Google search: Top,Phrase match,1.0,1.0,0.27,1.0,288.2,1.0,x-small,short,True
21,2019-01-15 14:38:00,sidney oliveira,Recife,360x640,Chrome,Android,Motorola XT1033 Moto G,Google search: Top,Broad match,,1.0,0.27,1.0,288.2,,x-small,very short,False
22,2019-01-15 15:07:00,farmacia do trabalhador bultrins,Recife,360x640,Chrome,Android,Samsung SM-G935F Galaxy S7 Edge,Google search: Top,Phrase match,1.0,1.0,0.27,1.0,288.2,1.0,x-small,short,True
23,2019-01-15 15:11:00,onde achar o medicamento dermacap,Paulista,360x640,Chrome,Android,Motorola Moto G Play Moto G4 Play,Google search: Top,Broad match,1.0,1.0,0.27,1.0,288.2,1.0,x-small,short,False
24,2019-01-15 15:20:00,serenus valor,Recife,320x534,Chrome,Android,Samsung SM-J105B J1 mini,Google search: Top,Broad match,1.0,1.0,0.27,1.0,288.2,1.0,x-small,very short,False
25,2019-01-15 15:27:00,farmácia pague menos,Recife,360x640,Chrome,Android,Samsung SM-J710MN Galaxy J7 (2016),Google search: Top,Exact match,,1.0,0.27,3.0,260.0,,x-small,short,True
26,2019-01-15 15:28:00,uma criança que pesa 40kilo para tomar um remédio de fene annita a dosagem que eu tenho que dar,Olinda,320x570,Chrome,Android,LG X230 K7 2017,Google search: Other,Broad match,1.0,1.0,0.27,1.0,288.2,1.0,x-small,2x-long,False
27,2019-01-15 16:10:00,giamebil generico,Paulista,360x640,Chrome,Android,Samsung SM-G610M J7 Prime,Google search: Top,Phrase match,1.0,1.0,0.27,1.0,288.2,1.0,x-small,very short,False
28,2019-01-15 16:26:00,stimulen onde comprar olinda,Recife,375x667,Safari,iOS,Apple iPhone,Google search: Top,Broad match,1.0,1.0,0.27,2.0,14.0,1.0,x-small,short,False
29,2019-01-15 16:30:00,entrega de remédio olinda,Olinda,320x569,Chrome,Android,Samsung SM-G610M J7 Prime,Google search: Top,Phrase match,1.0,1.0,,3.0,321.0,1.0,x-small,short,False
30,2019-01-15 16:44:00,o telefone da farmácia pague menos,Olinda,360x640,Chrome,Android,Samsung SM-G532MT Galaxy J2 Prime,Google search: Top,Phrase match,,1.0,0.15,3.0,40.0,,x-small,medium,True
31,2019-01-15 19:17:00,remedio para sarna demodécica,Recife,360x720,Chrome,Android,Motorola moto g(6) Moto G6,Search partners: Top,Broad match,1.0,1.0,0.17,1.0,288.2,1.0,x-small,short,False
32,2019-01-15 19:20:00,clevaqui pomada,Recife,320x570,Chrome,Android,Sony D2212 Xperia E3 Dual,Google search: Other,Phrase match,1.0,1.0,,1.0,288.2,1.0,x-small,very short,False
33,2019-01-15 19:32:00,farmácia pague menos,Recife,360x740,Chrome,Android,Samsung SM-G950F Galaxy S8,Google search: Top,Broad match,1.0,,0.54,1.0,288.2,,x-small,short,True
34,2019-01-15 20:05:00,divalcor 250mg,Olinda,320x401,Android Browser,Android,Samsung GT-S5367 Galaxy Y TV,Google search: Other,Broad match,1.0,1.0,0.14,4.0,53.0,1.0,x-small,very short,False
35,2019-01-15 20:05:00,farmacias que entregam em olinda,Recife,320x569,UC Browser,Android,Asus Z01KD ZENFONE 4 ZE554KL,Google search: Top,Broad match,1.0,1.0,,2.0,10.0,1.0,x-small,short,True
36,2019-01-15 20:28:00,farmacia pague menos olinda,Recife,360x640,Chrome,Android,LG LG-M250 K10 2017,Google search: Top,Phrase match,,,0.54,6.0,455.0,,x-small,short,True
37,2019-01-15 20:33:00,extrafarma pesquisar preço de produtos,Igarassu,360x640,Chrome,Android,LG K580,Google search: Top,Phrase match,1.0,1.0,0.27,1.0,288.2,1.0,x-small,medium,True
38,2019-01-15 20:36:00,qual melhor probiotico em capsulas,Recife,360x740,Chrome,Android,Samsung SM-G9600 Galaxy S9,Google search: Other,Phrase match,1.0,1.0,0.26,7.0,152.0,1.0,x-small,medium,False
39,2019-01-15 21:09:00,farmacia 24 horas entrega a domicilio,Olinda,360x720,Chrome,Android,Motorola moto g(6) Moto G6,Google search: Top,Broad match,1.0,1.0,0.26,1.0,288.2,1.0,x-small,medium,True
40,2019-01-15 21:09:00,farmácia popular de olinda,Olinda,320x570,Chrome,Android,LG X230 K7 2017,Google search: Top,Phrase match,1.0,1.0,0.18,1.0,288.2,1.0,x-small,short,True
41,2019-01-15 21:45:00,onde comprar pomada de arnica em olinda,Recife,320x570,Chrome,Android,Lenovo A2016b30 Vibe B,Google search: Top,Broad match,,1.0,0.27,1.0,288.2,,x-small,medium,False
42,2019-01-15 22:07:00,drogasil olinda,Olinda,360x640,Chrome,Android,LG LG-M320 X Power 2,Google search: Top,Broad match,,1.0,0.27,10.0,190.0,,x-small,very short,False
43,2019-01-15 22:11:00,extra farma preço do blancy tx,Recife,360x640,Chrome,Android,Samsung SM-J250M J2 Pro (2018),Google search: Other,Phrase match,1.0,1.0,0.26,3.0,20.0,1.0,x-small,short,True
44,2019-01-16 07:04:00,ibandronato de sódico 150mg,Recife,360x640,Chrome,Android,Samsung SM-J700M Galaxy J7 2015,Google search: Top,Broad match,1.0,,0.54,8.0,220.0,,x-small,short,False
45,2019-01-16 08:30:00,a farmácia assíria oliveira,Paulista,360x640,Chrome,Android,Samsung SM-G532M Galaxy J2 Prime,Google search: Top,Broad match,1.0,1.0,0.27,6.0,74.0,1.0,x-small,short,True
46,2019-01-16 08:32:00,o preço de olmesartona medoxomila+ hidroclorotiazida,Recife,360x640,Chrome,Android,Samsung SM-J700M Galaxy J7 2015,Google search: Other,Broad match,,1.0,0.27,3.0,16.0,,x-small,long,False
47,2019-01-16 09:13:00,farmacia pague menos olinda,Recife,360x640,Chrome,Android,LG M400 Stylus 3,Google search: Top,Phrase match,,,0.54,2.0,16.0,,x-small,short,True
48,2019-01-16 10:09:00,bifarma em pernambuco,Recife,360x720,Chrome,Android,Motorola moto g(6) Moto G6,Google search: Top,Broad match,1.0,1.0,0.27,3.0,252.0,1.0,x-small,short,True
49,2019-01-16 10:42:00,remedio annita preço generico,Olinda,360x640,Chrome,Android,Motorola Moto G (4) Moto G4,Google search: Top,Broad match,1.0,1.0,0.27,6.0,59.0,1.0,x-small,short,False
50,2019-01-16 10:58:00,pague menos em paulista pe,Recife,360x640,Chrome,Android,Samsung SM-G610M J7 Prime,Google search: Top,Broad match,1.0,1.0,0.27,1.0,288.2,1.0,x-small,short,False
51,2019-01-16 11:11:00,farmacia jardim brasil olinda,Olinda,320x570,Chrome,Android,Lenovo A2016b30 Vibe B,Google search: Top,Broad match,1.0,1.0,0.18,5.0,198.0,1.0,x-small,short,True
52,2019-01-16 11:13:00,farmacia drogasil,Olinda,360x640,Chrome,Android,Samsung SM-J701MT,Google search: Top,Exact match,,1.0,0.27,3.0,80.0,,x-small,very short,True
53,2019-01-16 12:15:00,número da farmacia drogasil jardim atlântico ver o preço do sabineite enxofre,Olinda,320x570,Chrome,Android,Alcatel 5010E PIXI 4 (5),Google search: Top,Broad match,1.0,1.0,0.27,4.0,25.0,1.0,x-small,very long,True
54,2019-01-16 13:02:00,melhor remédio para tosse,Olinda,360x640,Chrome,Android,LG X410.F K30,Google search: Top,Broad match,1.0,1.0,0.27,3.0,18.0,1.0,x-small,short,False
55,2019-01-16 13:18:00,farmacia ftb,Paulista,412x732,Chrome,Android,Samsung SM-J400M Galaxy J4,Google search: Top,Phrase match,1.0,1.0,0.27,1.0,288.2,1.0,x-small,very short,True
56,2019-01-16 13:42:00,laclev generico preço,Olinda,320x568,Safari,iOS,Apple iPhone,Google search: Top,Broad match,1.0,1.0,0.27,1.0,288.2,1.0,x-small,short,False
57,2019-01-16 15:09:00,la seca barriga preço,Olinda,360x640,Chrome,Android,Samsung SM-G570M J5 Prime,Google search: Top,Broad match,1.0,1.0,0.27,1.0,288.2,1.0,x-small,short,False
58,2019-01-16 15:20:00,arpadol 400mg comprimidos,Recife,360x640,Chrome,Android,Motorola Moto G (4) Moto G4,Search partners: Other,Phrase match,,1.0,0.18,6.0,102.0,,x-small,short,False
59,2019-01-16 15:45:00,genérico de artrogen duo,Olinda,360x640,Chrome,Android,Samsung SM-J500M Galaxy J5,Google search: Other,Phrase match,1.0,1.0,0.27,1.0,288.2,1.0,x-small,short,False
60,2019-01-16 15:50:00,nervocalm preço,Recife,360x640,Chrome,Android,LG LG-M320 X Power 2,Google search: Top,Broad match,,1.0,0.24,6.0,216.0,,x-small,very short,False
61,2019-01-16 15:51:00,se acalme remedio preço,Paulista,360x640,Chrome,Android,Samsung SM-G531BT Galaxy Grand Prime,Google search: Top,Broad match,1.0,1.0,0.27,1.0,288.2,1.0,x-small,short,False
62,2019-01-16 15:59:00,farmacias pague menos,Recife,360x640,Chrome,Android,LG LG-M320 X Power 2,Google search: Top,Broad match,1.0,1.0,0.27,1.0,14.0,1.0,x-small,short,True
63,2019-01-16 16:00:00,farmacias pague menos,Recife,360x640,Chrome,Android,LG LG-M320 X Power 2,Google search: Top,Broad match,1.0,1.0,0.27,5.0,50.0,1.0,x-small,short,True
64,2019-01-16 16:06:00,qual farmácia eu encontro ginecoside,Recife,360x640,Chrome,Android,Motorola Moto G Play Moto G4 Play,Google search: Top,Broad match,1.0,1.0,0.25,7.0,53.0,1.0,x-small,medium,True
65,2019-01-16 16:10:00,telefone da pague menos de olinda,Recife,360x640,Chrome,Android,Samsung SM-G600FY Galaxy On7,Google search: Top,Broad match,1.0,1.0,0.27,2.0,27.0,1.0,x-small,short,False
66,2019-01-16 16:20:00,farmacia em olinda,Olinda,360x640,Samsung Internet,Android,Samsung SM-A300M Galaxy A3,Google search: Top,Broad match,,1.0,0.16,4.0,33.0,,x-small,very short,True
67,2019-01-16 16:22:00,onde comprar stele mais barato,Paulista,320x569,Chrome,Android,Motorola Moto C Plus,Google search: Top,Broad match,1.0,1.0,0.27,5.0,244.0,1.0,x-small,short,False
68,2019-01-16 16:29:00,gel campeão tem em farmacia,Recife,360x640,Chrome,Android,Samsung SM-J500M Galaxy J5,Google search: Top,Phrase match,1.0,1.0,0.14,1.0,288.2,1.0,x-small,short,True
69,2019-01-16 16:50:00,farmacia independente olinda,Recife,360x640,Chrome,Android,Samsung SM-G610M J7 Prime,Google search: Top,Broad match,1.0,1.0,0.27,1.0,288.2,1.0,x-small,short,True
70,2019-01-16 17:33:00,o medicamento gabapentina,Olinda,360x640,Chrome,Android,LG H815 G4,Google search: Top,Phrase match,1.0,1.0,0.28,7.0,80.0,1.0,x-small,short,False
71,2019-01-16 17:37:00,indapamida preço pague menos,Recife,360x640,Chrome,Android,Samsung SM-J700M Galaxy J7 2015,Google search: Top,Broad match,1.0,1.0,0.28,3.0,21.0,1.0,x-small,short,False
72,2019-01-16 17:58:00,repasse de farmacia,Recife,360x640,Chrome,Android,Samsung SM-G530H Galaxy Grand Prime,Google search: Other,Phrase match,1.0,1.0,,1.0,288.2,1.0,x-small,short,True
73,2019-01-16 18:49:00,farmácia de olinda,Recife,360x640,Chrome,Android,Samsung SM-G531BT Galaxy Grand Prime,Google search: Top,Phrase match,1.0,1.0,0.28,1.0,288.2,1.0,x-small,very short,True
74,2019-01-16 18:49:00,onde comprar stele mais barato,Paulista,320x569,Chrome,Android,Motorola Moto C Plus,Google search: Top,Broad match,1.0,1.0,0.27,1.0,288.2,1.0,x-small,short,False
75,2019-01-16 19:37:00,farmacia pague menos olinda,Olinda,360x640,Chrome,Android,Samsung SM-G610M J7 Prime,Google search: Top,Phrase match,,,0.56,3.0,76.0,,x-small,short,True
76,2019-01-16 19:47:00,metformina 850,Recife,360x640,Chrome,Android,Motorola XT1069 Moto G (2nd Gen),Google search: Top,Broad match,1.0,1.0,0.28,2.0,10.0,1.0,x-small,very short,False
77,2019-01-16 19:47:00,quanto custa remedio para pano branco,Olinda,320x640,Chrome,Android,Motorola moto E5 play,Google search: Top,Phrase match,1.0,1.0,0.28,3.0,28.0,1.0,x-small,medium,False
78,2019-01-16 20:04:00,farmacia que faz entrega em olinda,Olinda,412x732,Chrome,Android,Samsung SM-J730G Galaxy J7 Pro,Google search: Top,Broad match,1.0,1.0,0.16,3.0,1111.0,1.0,x-small,medium,True
79,2019-01-16 21:18:00,amoxicilina quanto custa farmácia progresso,Paulista,360x640,Chrome,Android,Samsung SM-G532M Galaxy J2 Prime,Google search: Top,Phrase match,1.0,1.0,0.28,1.0,288.2,1.0,x-small,medium,True
80,2019-01-16 21:32:00,pomada newderm,Olinda,320x570,Chrome,Android,Positivo S455,Google search: Other,Phrase match,1.0,1.0,0.28,1.0,288.2,1.0,x-small,very short,False
81,2019-01-16 21:38:00,farmacias delivery em jardim atlântico olinda,Olinda,360x640,Chrome,Android,Samsung SM-G570M J5 Prime,Google search: Top,Phrase match,1.0,1.0,,1.0,288.2,1.0,x-small,medium,True
82,2019-01-16 21:48:00,preço de epitegel em olinda pernamcubo,Recife,360x640,Chrome,Android,Samsung SM-J320M Galaxy J3 Duos,Google search: Top,Broad match,1.0,1.0,0.28,1.0,288.2,1.0,x-small,medium,False
83,2019-01-16 22:07:00,pague menos,Recife,360x640,Chrome,Android,Motorola MotoG3,Google search: Top,Exact match,,1.0,0.28,9.0,195.0,,x-small,very short,False
84,2019-01-17 08:12:00,quero ver o preço do remédio para verme,Abreu e Lima,360x640,Chrome,Android,Motorola Moto G Play Moto G4 Play,Google search: Top,Broad match,1.0,1.0,0.27,1.0,288.2,1.0,x-small,medium,False
85,2019-01-17 08:49:00,onde comprar sibutramina original,Recife,360x640,Chrome,Android,Samsung SM-J500M Galaxy J5,Google search: Top,Broad match,1.0,1.0,0.27,5.0,68.0,1.0,x-small,short,False
86,2019-01-17 09:11:00,farmacia permanente,Olinda,360x640,Chrome,Android,Samsung SM-G610M J7 Prime,Google search: Top,Exact match,,,0.54,5.0,37.0,1.0,x-small,short,True
87,2019-01-17 09:50:00,farmácia pague menos de peixinhos olinda número,Recife,360x640,Chrome,Android,Motorola MotoG3,Google search: Top,Phrase match,1.0,1.0,0.27,4.0,162.0,1.0,x-small,medium,True
88,2019-01-17 10:00:00,farmácia pague menos de peixinhos olinda número,Recife,360x640,Chrome,Android,Motorola MotoG3,Google search: Top,Phrase match,1.0,1.0,0.27,2.0,12.0,1.0,x-small,medium,True
89,2019-01-17 10:01:00,farmácia pague menos de paulista,Recife,360x640,Chrome,Android,Motorola MotoG3,Google search: Top,Phrase match,1.0,1.0,0.28,1.0,288.2,1.0,x-small,short,True
90,2019-01-17 10:07:00,preço valsartana 320 mg,Recife,320x534,Chrome,Android,Samsung GT-I8190 Galaxy S III Mini,Google search: Top,Broad match,1.0,1.0,0.28,6.0,104.0,1.0,x-small,short,False
91,2019-01-17 10:52:00,kalyamon comprar,Paulista,360x640,Chrome,Android,Samsung SM-J700M Galaxy J7 2015,Google search: Top,Broad match,1.0,1.0,0.28,2.0,9.0,1.0,x-small,very short,False
92,2019-01-17 10:58:00,remédio fitoterápico para menopausa,Recife,360x640,Chrome,Android,Samsung SM-J500M Galaxy J5,Search partners: Top,Phrase match,1.0,1.0,0.19,1.0,288.2,1.0,x-small,medium,False
93,2019-01-17 11:32:00,creme quadritop quanto custa,Recife,360x640,Chrome,Android,Samsung SM-J500M Galaxy J5,Google search: Top,Broad match,1.0,1.0,0.28,3.0,25.0,1.0,x-small,short,False
94,2019-01-17 12:10:00,progesterona onde comprar,Olinda,360x640,Chrome,Android,LG K-200 X Style,Search partners: Top,Broad match,1.0,1.0,0.19,1.0,288.2,1.0,x-small,short,False
95,2019-01-17 12:14:00,roacutan preço pague menos,Paulista,360x640,Chrome,Android,Motorola Moto E(4),Google search: Top,Phrase match,1.0,1.0,0.28,1.0,288.2,1.0,x-small,short,False
96,2019-01-17 12:18:00,adapaleno preço,Paulista,360x640,Chrome,Android,Motorola Moto E(4),Google search: Top,Broad match,1.0,1.0,0.28,1.0,288.2,1.0,x-small,very short,False
97,2019-01-17 12:27:00,número do telefone farmácia trabalhador em olinda,Recife,360x640,Chrome,Android,LG F670S K10,Google search: Top,Phrase match,1.0,1.0,0.28,6.0,69.0,1.0,x-small,long,True
98,2019-01-17 12:46:00,ciprofloxacina preço,Recife,375x667,Safari,iOS,Apple iPhone,Google search: Top,Broad match,1.0,1.0,0.27,1.0,288.2,1.0,x-small,short,False
99,2019-01-17 12:51:00,anvisa,Recife,768x1024,Chrome,Android,Samsung SM-T719Y Galaxy Tab S2 8.0,Google search: Other,Broad match,1.0,1.0,0.28,1.0,288.2,1.0,medium,very short,False
100,2019-01-17 12:57:00,farmacias que fazem entrega em olinda,Recife,414x736,Safari,iOS,Apple iPhone,Google search: Top,Broad match,1.0,1.0,0.21,2.0,11.0,1.0,x-small,medium,True
101,2019-01-17 12:59:00,preço de fralda geriátrica bigfral na farmácia extra farma tamaho gg antialérgica,Olinda,360x640,Chrome,Android,Motorola Moto G (4) Moto G4,Google search: Other,Broad match,,1.0,0.11,1.0,288.2,,x-small,x-long,True
102,2019-01-17 14:15:00,farmacia pague menos,Olinda,360x640,Chrome,Android,Motorola Moto G Play Moto G4 Play,Google search: Top,Exact match,,,0.56,1.0,288.2,,x-small,short,True
103,2019-01-17 14:16:00,preço do sulfato ferroso,Paulista,412x732,Chrome,Android,Samsung SM-A720F Galaxy A7 (2017),Google search: Top,Broad match,1.0,1.0,0.26,2.0,13.0,1.0,x-small,short,False
104,2019-01-17 14:29:00,farmacia de olinda,Olinda,360x640,Chrome,Android,Samsung SM-G532MT Galaxy J2 Prime,Google search: Top,Broad match,1.0,1.0,,3.0,63.0,1.0,x-small,very short,True
105,2019-01-17 14:55:00,quero saber as pomadas que é bom para escorrimento,Recife,320x534,Chrome,Android,Samsung SM-J105B J1 mini,Google search: Top,Broad match,1.0,1.0,0.28,1.0,288.2,1.0,x-small,long,False
106,2019-01-17 15:31:00,número da farmácia fama em olinda,Olinda,320x570,Chrome,Android,Lenovo A2016b30 Vibe B,Google search: Top,Phrase match,1.0,1.0,0.28,3.0,42.0,1.0,x-small,short,True
107,2019-01-17 15:34:00,farmácia que entrega em olinda,Olinda,360x640,Chrome,Android,Samsung SM-J250M J2 Pro (2018),Google search: Top,Broad match,1.0,1.0,,6.0,102.0,1.0,x-small,short,True
108,2019-01-17 15:36:00,pague menos,Olinda,360x640,Chrome,Android,LG F670S K10,Google search: Top,Exact match,,1.0,0.28,9.0,123.0,,x-small,very short,False
109,2019-01-17 15:48:00,valor pilula do dia seguinte,Recife,412x732,Chrome,Android,Samsung SM-J400M Galaxy J4,Google search: Top,Broad match,1.0,1.0,0.28,3.0,15.0,1.0,x-small,short,False
110,2019-01-17 16:27:00,qual é o laboratório da untral,Olinda,360x640,Chrome,Android,LG LG-M250 K10 2017,Google search: Top,Broad match,1.0,1.0,0.28,1.0,288.2,1.0,x-small,short,False
111,2019-01-17 16:27:00,ver informação do remédio que eu estou urinando,Recife,320x570,Chrome,Android,LG X230 K7 2017,Google search: Top,Phrase match,1.0,1.0,0.28,2.0,21.0,1.0,x-small,medium,False
112,2019-01-17 16:59:00,castanha da índia preço pague menos,Recife,360x640,Chrome,Android,Lenovo Moto G (5S),Google search: Top,Broad match,1.0,1.0,0.28,1.0,288.2,1.0,x-small,medium,False
113,2019-01-17 17:05:00,farmacia ultra farma,Olinda,320x534,Chrome,Android,Samsung GT-I8552B Galaxy Grand Quattro,Google search: Top,Phrase match,1.0,1.0,0.28,1.0,288.2,1.0,x-small,short,True
114,2019-01-17 17:41:00,itraconazol 100mg cápsulas 30 comprimidos preço,Abreu e Lima,360x640,Chrome,Android,Lenovo Moto G (5S),Google search: Top,Broad match,1.0,1.0,0.28,3.0,24.0,1.0,x-small,medium,False
115,2019-01-17 17:47:00,farmácia pague menos janga,Paulista,360x640,Chrome,Android,Samsung SM-G532MT Galaxy J2 Prime,Google search: Top,Phrase match,1.0,1.0,0.28,,352.0,1.0,x-small,short,True
116,2019-01-17 17:54:00,farmacias olinda entrega domicilio,Recife,414x736,Safari,iOS,Apple iPhone,Google search: Top,Broad match,1.0,1.0,,1.0,288.2,1.0,x-small,medium,True
117,2019-01-17 18:05:00,farmacias vetrrinarias em olinda,Olinda,360x640,Chrome,Android,Asus X00LD Zenfone 4 Selfie ZD553KL,Google search: Top,Phrase match,1.0,1.0,0.28,1.0,288.2,1.0,x-small,short,True
118,2019-01-17 18:20:00,media de preço de prednisona,Recife,360x640,Chrome,Android,Samsung SM-J320M Galaxy J3 Duos,Google search: Top,Broad match,1.0,1.0,0.28,3.0,20.0,1.0,x-small,short,False
119,2019-01-17 18:27:00,proctyl aplicadores,Recife,360x640,Chrome,Android,LG K500 X Screen,Google search: Top,Broad match,1.0,1.0,0.28,1.0,288.2,1.0,x-small,short,False
120,2019-01-17 19:20:00,metronidazol preço,Recife,360x640,Chrome,Android,Motorola Moto C Plus,Google search: Top,Broad match,1.0,1.0,0.28,1.0,288.2,1.0,x-small,very short,False
121,2019-01-17 19:47:00,preco da cefalaxina,Recife,320x569,Chrome,Android,Motorola Moto G Play Moto G4 Play,Google search: Top,Broad match,1.0,1.0,0.28,4.0,27.0,1.0,x-small,short,False
122,2019-01-17 20:31:00,delivery farmacia olinda,Olinda,414x736,Safari,iOS,Apple iPhone,Google search: Top,Broad match,1.0,,0.56,3.0,100.0,,x-small,short,True
123,2019-01-17 20:42:00,garmacia que vendem fita gel de silicone para cicatrizes,Recife,360x640,Chrome,Android,Samsung SM-G570M J5 Prime,Google search: Top,Broad match,1.0,1.0,0.28,1.0,288.2,1.0,x-small,long,False
124,2019-01-17 21:52:00,telefone da farmácia pague menos para entrega de medicamentos,Olinda,360x640,Chrome,Android,LG F670S K10,Google search: Top,Phrase match,1.0,1.0,0.25,2.0,12.0,1.0,x-small,long,True
125,2019-01-17 21:53:00,farmácia em olinda para entrega,Olinda,360x640,Chrome,Android,LG F670S K10,Google search: Top,Broad match,1.0,1.0,,3.0,11.0,1.0,x-small,short,True
126,2019-01-17 22:06:00,farmacia que faz entrega em olinda,Olinda,360x640,Chrome,Android,Samsung SM-G570M J5 Prime,Google search: Top,Phrase match,1.0,1.0,,3.0,63.0,1.0,x-small,medium,True
127,2019-01-17 22:14:00,delivery farmacia olinda,Recife,375x667,Safari,iOS,Apple iPhone,Google search: Top,Broad match,1.0,1.0,,2.0,19.0,1.0,x-small,short,True
128,2019-01-17 22:14:00,farmacia online frete gratis,Olinda,320x570,Chrome,Android,Motorola Moto C,Google search: Top,Phrase match,1.0,1.0,0.28,3.0,,1.0,x-small,short,True
129,2019-01-18 07:26:00,beauty day farmácias,Recife,360x640,Samsung Internet,Android,Samsung SM-A500M Galaxy A5,Google search: Top,Broad match,1.0,,0.58,1.0,288.2,,x-small,short,True
130,2019-01-18 08:06:00,delivery fraldas pernambuvo,Abreu e Lima,360x640,Chrome,Android,Asus Z01KD ZENFONE 4 ZE554KL,Google search: Top,Phrase match,1.0,1.0,0.27,2.0,11.0,1.0,x-small,short,False
131,2019-01-18 09:32:00,quanto é agua inglesa,Olinda,360x640,Chrome,Android,Motorola Moto G (4) Moto G4,Google search: Top,Broad match,1.0,1.0,0.28,1.0,288.2,1.0,x-small,short,False
132,2019-01-18 09:41:00,drogasil farmacia,Paulista,360x640,Chrome,Android,LG LM-X210 Aristo 2,Google search: Top,Phrase match,1.0,1.0,0.25,1.0,288.2,1.0,x-small,very short,True
